Gene	Chr	Start	End
RP11-302M6.4	1	89633140	89933250
LRRC8D	1	89821014	89936611
ZNF326	1	89995112	90035531
BARHL2	1	90711539	90717237
ZNF644	1	90915298	91022272
HFM1	1	91260766	91404869
CDC7	1	91500893	91525764
TGFBR3	1	91680343	91906335
BRDT	1	91949371	92014426
EPHX4	1	92029982	92063536
SETSIP	1	92074533	92075441
BTBD8	1	92080305	92147836
KIAA1107	1	92167052	92184723
C1orf146	1	92217940	92245813
GLMN	1	92246402	92298987
RPAP2	1	92298965	92402056
GFI1	1	92474762	92486876
EVI5	1	92508696	92792404
RPL5	1	92832025	92841924
FAM69A	1	92832737	92961522
MTF2	1	93079235	93139081
TMED5	1	93149742	93180728
CCDC18	1	93179919	93278730
DR1	1	93345888	93369498
FNBP1L	1	93448131	93554661
BCAR3	1	93561786	93847150
DNTTIP2	1	93866283	93879918
GCLM	1	93885205	93909456
ABCA4	1	93992835	94121132
ARHGAP29	1	94148988	94275068
ABCD3	1	94418455	94518666
F3	1	94529225	94541800
SLC44A3	1	94820342	94895246
CNN3	1	94896949	94927278
ALG14	1	94974407	95072945
TMEM56	1	95117338	95197607
TMEM56-RWDD3	1	95117923	95247225
RWDD3	1	95234155	95247225
PTBP2	1	96721665	96823738
DPYD	1	97077743	97921049
SNX7	1	98661701	98760500
PLPPR5	1	98890245	99005032
PLPPR4	1	99263953	99309590
PALMD	1	99645943	99694541
FRRS1	1	99708703	99766631
AGL	1	99850084	99924023
SLC35A3	1	99969789	100026979
MFSD14A	1	100038097	100083377
SASS6	1	100083563	100132955
TRMT13	1	100133150	100150497
LRRC39	1	100148449	100178273
DBT	1	100186919	100249834
RTCA	1	100266207	100292769
CDC14A	1	100345025	100520277
GPR88	1	100538137	100542018
VCAM1	1	100719742	100739045
EXTL2	1	100872372	100895998
SLC30A7	1	100896076	100981753
DPH5	1	100989623	101026088
S1PR1	1	101236888	101241518
OLFM3	1	101802574	101997030
COL11A1	1	102876467	103108496
RNPC3	1	103525691	103555239
AMY2B	1	103553815	103579534
AMY2A	1	103616811	103625780
AMY1A	1	103655290	103664554
AMY1B	1	103687415	103696680
AMY1C	1	103750406	103758690
PRMT6	1	107056679	107059294
NTNG1	1	107140007	107483458
VAV3	1	107571160	107965144
SLC25A24	1	108134036	108200849
NBPF4	1	108223341	108244081
NBPF6	1	108375799	108471002
FAM102B	1	108560089	108644900
HENMT1	1	108648290	108661526
PRPF38B	1	108692323	108701803
FNDC7	1	108712657	108742740
STXBP3	1	108746674	108809526
AKNAD1	1	108815898	108858228
RP11-475E11.9	1	108837660	108963484
GPSM2	1	108875350	108934545
CLCC1	1	108929508	108963457
WDR47	1	108970214	109042113
TAF13	1	109062486	109076002
TMEM167B	1	109089803	109096934
C1orf194	1	109105951	109113857
KIAA1324	1	109113679	109206781
SARS	1	109213918	109238169
CELSR2	1	109250019	109275750
PSRC1	1	109279556	109283186
MYBPHL	1	109292365	109307041
SORT1	1	109309568	109397951
PSMA5	1	109399031	109426427
SYPL2	1	109466628	109482137
ATXN7L2	1	109483479	109492804
CYB561D1	1	109494052	109502932
AMIGO1	1	109504175	109509738
GPR61	1	109539872	109548406
GNAI3	1	109548611	109618321
GNAT2	1	109603267	109619929
AMPD2	1	109616104	109632051
GSTM4	1	109656081	109674836
GSTM2	1	109668022	109709551
GSTM1	1	109687814	109709039
GSTM5	1	109712255	109775428
GSTM3	1	109733932	109741038
EPS8L3	1	109750080	109764027
CSF1	1	109910242	109930992
AHCYL1	1	109984686	110023741
STRIP1	1	110031577	110074641
ALX3	1	110059994	110070700
UBL4B	1	110112468	110113945
SLC6A17	1	110150486	110202202
KCNC4	1	110211343	110283100
RBM15	1	110338506	110346681
SLC16A4	1	110362848	110391082
LAMTOR5	1	110401249	110407942
PROK1	1	110451200	110457354
KCNA10	1	110517251	110518838
KCNA2	1	110593580	110631474
KCNA3	1	110672465	110675033
CD53	1	110873154	110899928
LRIF1	1	110947185	110964079
DRAM2	1	111117333	111140216
CEPT1	1	111139627	111185102
DENND2D	1	111187174	111204535
CHI3L2	1	111200771	111243440
CHIA	1	111290862	111320566
PIFO	1	111346288	111353013
OVGP1	1	111414314	111427777
WDR77	1	111439890	111449376
ATP5F1	1	111448864	111462773
C1orf162	1	111473792	111478512
TMIGD3	1	111483348	111563962
ADORA3	1	111499429	111503760
RAP1A	1	111542218	111716691
FAM212B	1	111680630	111755824
DDX20	1	111755245	111768016
KCND3	1	111770662	111989155
CTTNBP2NL	1	112396181	112463456
WNT2B	1	112466541	112530165
ST7L	1	112523518	112620825
CAPZA1	1	112619173	112671619
MOV10	1	112673141	112700746
RHOC	1	112701106	112707434
RP11-426L16.10	1	112702614	112711433
PPM1J	1	112709994	112715477
FAM19A3	1	112720419	112727235
SLC16A1	1	112911847	112957013
LRIG2	1	113073209	113132260
MAGI3	1	113390749	113685923
PHTF1	1	113696831	113759489
RSBN1	1	113761832	113812476
PTPN22	1	113813811	113871759
BCL2L15	1	113878168	113887547
AP4B1	1	113894748	113905201
DCLRE1B	1	113905141	113914086
HIPK1	1	113929192	113977869
OLFML3	1	113979391	114035572
SYT6	1	114089291	114153919
TRIM33	1	114392777	114511160
BCAS2	1	114567557	114581639
DENND2C	1	114582848	114670422
AMPD1	1	114673098	114695618
NRAS	1	114704469	114716894
CSDE1	1	114716913	114758676
SIKE1	1	114769479	114780685
SYCP1	1	114854803	114995370
TSHB	1	115029824	115034309
TSPAN2	1	115048011	115089500
NGF	1	115285918	115338236
VANGL1	1	115641953	115698224
CASQ2	1	115700007	115768781
NHLH2	1	115836377	115843917
SLC22A15	1	115976498	116070054
MAB21L3	1	116111755	116135240
ATP1A1	1	116372668	116410261
CD58	1	116514535	116571039
IGSF3	1	116574399	116667755
CD2	1	116754385	116769228
PTGFRN	1	116910057	116990358
CD101	1	117001750	117036476
TTF2	1	117060303	117107453
TRIM45	1	117111060	117122587
VTCN1	1	117143587	117210960
MAN1A2	1	117367449	117528872
FAM46C	1	117605934	117628372
GDAP2	1	117863485	117929630
WDR3	1	117929720	117966542
SPAG17	1	117953861	118185223
TBX15	1	118883046	118989556
WARS2	1	119031216	119140671
HAO2	1	119368779	119394130
HSD3B2	1	119414931	119423035
HSD3B1	1	119507198	119515054
ZNF697	1	119619422	119647773
PHGDH	1	119659798	119744215
HMGCS2	1	119747996	119768905
REG4	1	119794018	119811660
ADAM30	1	119893533	119896495
NOTCH2	1	119911553	120069626
SEC22B	1	120150898	120176515
AC253572.1	1	120723923	120793877
NBPF26	1	120805418	120841481
PPIAL4A	1	120889746	120890405
AC241377.2	1	120913151	120914238
FCGR1B	1	121087345	121096310
FAM72B	1	121167646	121185539
SRGAP2C	1	121184810	121392822
HIST2H3PS2	1	143905556	143905966
FAM72C	1	143955364	143971965
PPIAL4E	1	144372875	144373659
NBPF15	1	144421386	144461674
PPIAL4F	1	144592868	144593527
SRGAP2B	1	144887265	145095528
FAM72D	1	145096000	145112696
AC241585.2	1	145214851	145215938
PPIAL4D	1	145241630	145242124
NBPF20	1	145289900	145405778
GPR89A	1	145607990	145670648
PDZK1	1	145670852	145708148
CD160	1	145719471	145739288
RNF115	1	145738868	145824077
POLR3C	1	145824088	145842505
NUDT17	1	145845629	145848953
PIAS3	1	145848522	145859836
ANKRD35	1	145866560	145885866
ITGA10	1	145891208	145910189
PEX11B	1	145911350	145918837
RBM8A	1	145917714	145927678
CH17-270A2.2	1	145927258	145977811
LIX1L	1	145933423	145958001
ANKRD34A	1	145959442	145964582
POLR3GL	1	145964702	145978848
TXNIP	1	145992435	145996600
HFE2	1	146017468	146021918
NBPF10	1	146064699	146144942
RP11-458D21.5	1	146113652	146229000
NOTCH2NL	1	146146203	146229026
AC243756.1	1	146344006	146344790
NBPF12	1	146938744	146996202
PRKAB2	1	147155106	147172550
FMO5	1	147175351	147243050
CHD1L	1	147242641	147295766
BCL9	1	147541412	147626216
ACP6	1	147629652	147670496
GJA5	1	147756199	147773362
GJA8	1	147907956	147909257
GPR89B	1	147928393	147993521
NBPF11	1	148102046	148152322
AC245100.1	1	148458814	148459871
PPIAL4G	1	148479824	148483679
NBPF14	1	148531385	148679751
PDE4DIP	1	148808181	149048286
NBPF9	1	149054027	149103561
NBPF19	1	149390623	149556361
PPIAL4C	1	149583865	149584464
FAM231D	1	149702328	149705721
FCGR1A	1	149782671	149792518
HIST2H2BF	1	149782689	149812373
HIST2H3D	1	149813271	149813681
HIST2H4A	1	149832659	149839767
HIST2H3C	1	149839538	149841193
HIST2H2AA3	1	149842188	149842736
HIST2H2BE	1	149842204	149886652
HIST2H2AA4	1	149851061	149851624
HIST2H3A	1	149852619	149854274
HIST2H4B	1	149854045	149861210
HIST2H2AC	1	149886975	149887364
HIST2H2AB	1	149887524	149887916
BOLA1	1	149887890	149900798
SV2A	1	149903318	149917882
SF3B4	1	149923317	149928344
MTMR11	1	149928651	149936898
OTUD7B	1	149937812	150010676
VPS45	1	150067293	150145327
PLEKHO1	1	150149183	150164720
ANP32E	1	150218417	150236156
CA14	1	150257159	150265078
APH1A	1	150265399	150269580
C1orf54	1	150268200	150280916
CIART	1	150282543	150287093
MRPS21	1	150293720	150308979
AC242988.1	1	150302770	150303291
PRPF3	1	150321476	150353195
RPRD2	1	150363091	150476566
TARS2	1	150487364	150507609
ECM1	1	150508062	150513789
ADAMTSL4	1	150549369	150560937
MCL1	1	150574551	150579738
ENSA	1	150600851	150629612
GOLPH3L	1	150646225	150697144
HORMAD1	1	150698060	150720888
CTSS	1	150730196	150765957
CTSK	1	150796208	150808323
ARNT	1	150809705	150876768
SETDB1	1	150926263	150964744
CERS2	1	150960583	150975004
ANXA9	1	150982017	150995634
FAM63A	1	150996086	151008375
PRUNE	1	151008420	151035713
BNIPL	1	151036570	151047600
C1orf56	1	151047740	151051986
CDC42SE1	1	151050971	151070325
MLLT11	1	151057758	151068497
GABPB2	1	151070578	151125542
SEMA6C	1	151131685	151146664
TNFAIP8L2	1	151156629	151159749
SCNM1	1	151156664	151170297
LYSMD1	1	151159748	151165948
TMOD4	1	151169986	151176284
VPS72	1	151169987	151195321
PIP5K1A	1	151197949	151249536
PSMD4	1	151254703	151267479
ZNF687	1	151281618	151292180
PI4KB	1	151291797	151327715
RFX5	1	151340640	151347357
SELENBP1	1	151364302	151372733
PSMB4	1	151399534	151401944
POGZ	1	151402724	151459465
CGN	1	151510510	151538692
TUFT1	1	151540305	151583583
SNX27	1	151612065	151699091
CELF3	1	151702404	151716814
RIIAD1	1	151710433	151729805
MRPL9	1	151759643	151763564
OAZ3	1	151762899	151771334
TDRKH	1	151770107	151791416
LINGO4	1	151800264	151806154
RORC	1	151806071	151831872
C2CD4D	1	151837819	151840557
THEM5	1	151847263	151853697
THEM4	1	151873584	151909808
S100A10	1	151982915	151994390
S100A11	1	152032506	152047907
TCHHL1	1	152084144	152089064
TCHH	1	152106317	152115454
RPTN	1	152153595	152159228
HRNR	1	152212082	152224193
FLG	1	152302175	152325203
FLG2	1	152348735	152360006
CRNN	1	152409243	152414263
LCE5A	1	152510844	152512177
LCE3C	1	152511535	152601086
AL135842.1	1	152511791	152512783
CRCT1	1	152514502	152516010
LCE3E	1	152565654	152566772
LCE3D	1	152579381	152580504
LCE3B	1	152613811	152614098
LCE3A	1	152622834	152623103
LCE2D	1	152663396	152664659
LCE2C	1	152675295	152676574
LCE2B	1	152686123	152687401
LCE2A	1	152698364	152699442
LCE4A	1	152708160	152709491
C1orf68	1	152719522	152720470
KPRP	1	152759561	152762052
LCE1F	1	152776372	152776728
LCE1E	1	152786214	152788426
LCE1D	1	152796751	152798181
LCE1C	1	152804835	152806628
LCE1B	1	152811971	152813109
LCE1A	1	152827473	152827894
LCE6A	1	152842868	152843983
SMCP	1	152878317	152885047
IVL	1	152908545	152911886
SPRR4	1	152970666	152972574
SPRR1A	1	152985231	152985500
SPRR3	1	153001747	153003856
SPRR1B	1	153031202	153032900
SPRR2D	1	153039725	153041931
SPRR2A	1	153056113	153057537
SPRR2B	1	153070224	153070840
SPRR2E	1	153093135	153106184
SPRR2F	1	153112114	153113515
SPRR2G	1	153149582	153150869
LELP1	1	153203443	153205120
PRR9	1	153217584	153219317
LOR	1	153259700	153262122
PGLYRP3	1	153297862	153310718
PGLYRP4	1	153330120	153348840
S100A9	1	153357854	153361027
S100A12	1	153373706	153375649
S100A8	1	153390032	153391188
S100A7A	1	153416524	153423225
S100A7L2	1	153437058	153439949
S100A7	1	153457744	153460701
S100A6	1	153534599	153536244
S100A5	1	153537147	153541765
S100A4	1	153543613	153550136
S100A3	1	153547329	153549372
S100A2	1	153561108	153567890
S100A16	1	153606886	153613145
S100A14	1	153614255	153616986
S100A13	1	153618787	153631360
S100A1	1	153627926	153632039
CHTOP	1	153633982	153646306
SNAPIN	1	153658654	153661830
ILF2	1	153661788	153671048
NPR1	1	153678637	153693992
INTS3	1	153728067	153774808
AL513523.2	1	153772371	153774079
SLC27A3	1	153774354	153780157
GATAD2B	1	153804725	153922975
DENND4B	1	153929501	153946696
CRTC2	1	153947669	153958625
SLC39A1	1	153959099	153968184
CREB3L4	1	153967534	153974363
JTB	1	153974269	153977688
RAB13	1	153981617	153986358
RPS27	1	153990759	153992150
NUP210L	1	153992685	154155116
TPM3	1	154155304	154194648
C1orf189	1	154199372	154206333
C1orf43	1	154206706	154220628
UBAP2L	1	154220179	154271510
HAX1	1	154272511	154275875
AQP10	1	154321090	154325325
ATP8B2	1	154325553	154351307
IL6R	1	154405193	154469450
SHE	1	154469772	154502113
TDRD10	1	154502219	154548147
UBE2Q1	1	154548577	154559028
CHRNB2	1	154567781	154580026
ADAR	1	154582062	154627999
KCNN3	1	154697455	154870280
PMVK	1	154924734	154936991
PBXIP1	1	154944076	154956123
PYGO2	1	154957026	154963853
SHC1	1	154962298	154974395
CKS1B	1	154974653	154979249
FLAD1	1	154983338	154993111
LENEP	1	154993586	154994315
ZBTB7B	1	155002630	155018522
DCST2	1	155018520	155033781
DCST1	1	155033824	155050930
ADAM15	1	155050566	155062775
EFNA4	1	155063731	155069553
RP11-540D14.8	1	155063748	155086807
EFNA3	1	155078872	155087538
EFNA1	1	155127460	155134857
SLC50A1	1	155135344	155138857
DPM3	1	155139891	155140595
KRTCAP2	1	155169408	155173475
RP11-201K10.3	1	155169409	155187272
TRIM46	1	155173787	155184971
MUC1	1	155185824	155192916
AC234582.2	1	155188587	155189452
AC234582.1	1	155190050	155191339
THBS3	1	155195588	155209051
MTX1	1	155208699	155213824
GBA	1	155234452	155244699
FAM189B	1	155247205	155255483
SCAMP3	1	155255979	155262430
CLK2	1	155262868	155278491
HCN3	1	155277583	155289848
PKLR	1	155289839	155301434
FDPS	1	155308748	155320666
RUSC1	1	155320896	155331114
ASH1L	1	155335268	155562807
MSTO1	1	155610205	155614967
YY1AP1	1	155659443	155689000
DAP3	1	155687960	155739010
GON4L	1	155749662	155859400
SYT11	1	155859509	155885199
RIT1	1	155897808	155911404
KIAA0907	1	155913043	155934400
RXFP4	1	155941710	155942949
ARHGEF2	1	155946851	156007070
SSR2	1	156009048	156020959
UBQLN4	1	156035301	156053794
LAMTOR2	1	156054752	156058510
RAB25	1	156061160	156070514
MEX3A	1	156072013	156081998
LMNA	1	156082573	156140089
SEMA4A	1	156147366	156177752
SLC25A44	1	156193932	156212796
PMF1-BGLAP	1	156212982	156243332
PMF1	1	156212993	156240042
BGLAP	1	156241962	156243321
PAQR6	1	156243321	156248117
SMG5	1	156249224	156282825
TMEM79	1	156282935	156293185
GLMP	1	156290089	156295689
VHLL	1	156298624	156299299
CCT3	1	156308968	156367873
TSACC	1	156337314	156346995
RHBG	1	156369212	156385219
C1orf61	1	156404250	156430701
MEF2D	1	156463727	156500828
IQGAP3	1	156525405	156572604
TTC24	1	156579727	156586770
APOA1BP	1	156591762	156594299
GPATCH4	1	156594487	156601496
AL365181.2	1	156597173	156599410
HAPLN2	1	156619294	156625725
BCAN	1	156641390	156659532
NES	1	156668763	156677397
CRABP2	1	156699606	156705816
ISG20L2	1	156721891	156728799
RRNAD1	1	156728442	156736960
MRPL24	1	156737303	156741590
HDGF	1	156742107	156766925
PRCC	1	156750610	156800817
SH2D2A	1	156806243	156816862
NTRK1	1	156815640	156881850
INSRR	1	156840063	156859018
PEAR1	1	156893698	156916434
LRRC71	1	156920650	156933094
ARHGEF11	1	156934840	157045370
ETV3L	1	157092044	157099808
ETV3	1	157121191	157138474
FCRL5	1	157513377	157552520
FCRL4	1	157573749	157598080
FCRL3	1	157674321	157700857
FCRL2	1	157745733	157777132
FCRL1	1	157794403	157820105
CD5L	1	157830914	157898256
KIRREL	1	157993273	158100262
CD1D	1	158179947	158184896
CD1A	1	158254137	158258269
CD1C	1	158289786	158293630
CD1B	1	158327951	158331531
CD1E	1	158353696	158357553
OR10T2	1	158398522	158399466
OR10K2	1	158419928	158420866
OR10K1	1	158465562	158466503
OR10R2	1	158479878	158480885
OR6Y1	1	158547128	158548105
OR6P1	1	158562651	158563604
OR10X1	1	158578919	158579899
OR10Z1	1	158606439	158607380
SPTA1	1	158610706	158686698
OR6K2	1	158699678	158700652
OR6K3	1	158717168	158718163
OR6K6	1	158754720	158755891
OR6N1	1	158765744	158766682
OR6N2	1	158776682	158777635
MNDA	1	158831317	158849506
PYHIN1	1	158930796	158977054
IFI16	1	158999968	159055155
AIM2	1	159062484	159147096
CADM3	1	159171609	159203313
ACKR1	1	159203307	159206500
FCER1A	1	159289714	159308224
OR10J3	1	159313670	159314659
OR10J1	1	159439722	159440811
OR10J5	1	159535078	159536007
APCS	1	159587825	159588865
CRP	1	159712289	159714589
DUSP23	1	159780932	159782543
FCRL6	1	159800511	159816251
SLAMF8	1	159826750	159837249
C1orf204	1	159834474	159855347
VSIG8	1	159854316	159862657
RP11-190A12.7	1	159857900	159873053
CFAP45	1	159872364	159900163
TAGLN2	1	159918107	159925732
IGSF9	1	159927039	159945604
SLAMF9	1	159951492	159954254
PIGM	1	160027673	160031991
KCNJ10	1	160037467	160070248
KCNJ9	1	160081570	160090563
IGSF8	1	160091340	160098943
ATP1A2	1	160115759	160143591
ATP1A4	1	160151570	160186977
CASQ1	1	160190556	160201886
PEA15	1	160205337	160215376
DCAF8	1	160215715	160262531
RP11-574F21.3	1	160217464	160285130
PEX19	1	160276812	160286348
COPA	1	160289273	160343400
NCSTN	1	160343272	160358952
NHLH1	1	160367067	160372848
VANGL2	1	160400586	160428678
SLAMF6	1	160485030	160523262
CD84	1	160541095	160579516
SLAMF1	1	160608100	160647295
CD48	1	160678746	160711851
SLAMF7	1	160739057	160754821
LY9	1	160796074	160828261
CD244	1	160830160	160862855
ITLN1	1	160876539	160885170
ITLN2	1	160945025	160954799
F11R	1	160995211	161021348
RP11-544M22.13	1	160997957	161038962
TSTD1	1	161037631	161038990
USF1	1	161039251	161045977
ARHGAP30	1	161046946	161069970
AL591806.1	1	161065865	161066153
PVRL4	1	161070995	161089599
KLHDC9	1	161098361	161100346
PFDN2	1	161100556	161118111
NIT1	1	161118086	161125445
DEDD	1	161120974	161132688
UFC1	1	161152776	161158856
USP21	1	161159450	161165723
PPOX	1	161166410	161178013
B4GALT3	1	161171310	161177968
ADAMTS4	1	161184308	161199056
NDUFS2	1	161197104	161214395
FCER1G	1	161215234	161220699
APOA2	1	161222292	161223631
TOMM40L	1	161225939	161230744
NR1I3	1	161229666	161238302
PCP4L1	1	161258727	161285450
MPZ	1	161304735	161309972
SDHC	1	161314257	161375340
CFAP126	1	161364731	161367874
FCGR2A	1	161505430	161524013
HSPA6	1	161524540	161526910
FCGR3A	1	161541759	161550737
FCGR3B	1	161623196	161631963
FCGR2B	1	161663147	161678654
FCRLA	1	161706972	161714352
FCRLB	1	161721563	161728143
DUSP12	1	161749758	161757238
ATF6	1	161766294	161964070
OLFML2B	1	161983192	162023854
NOS1AP	1	162069774	162370475
RP11-565P22.6	1	162365407	162383531
C1orf226	1	162366908	162386818
C1orf111	1	162373203	162376870
SH2D1B	1	162395266	162412138
UHMK1	1	162497251	162529629
UAP1	1	162561506	162599842
DDR2	1	162631373	162787400
HSD17B7	1	162790702	162812817
CCDC190	1	162824458	162868815
RGS4	1	163068775	163076802
RGS5	1	163111121	163321791
NUF2	1	163266576	163355764
PBX1	1	164555584	164899296
LMX1A	1	165201867	165356715
RXRG	1	165400917	165445355
LRRC52	1	165544007	165563961
MGST3	1	165630861	165661796
ALDH9A1	1	165662216	165698863
TMCO1	1	165724293	165827755
UCK2	1	165827531	165911618
FAM78B	1	166057426	166166969
POGK	1	166839447	166856344
TADA1	1	166856510	166876327
ILDR2	1	166895711	166975482
MAEL	1	166975582	167022214
GPA33	1	167052836	167166479
DUSP27	1	167094045	167129165
POU2F1	1	167220829	167427345
CD247	1	167430640	167518610
CREG1	1	167529677	167553767
RCSD1	1	167630093	167706249
MPZL1	1	167721192	167791919
ADCY10	1	167809388	167914215
MPC2	1	167916729	167937040
DCAF6	1	167935783	168075843
GPR161	1	168079543	168137667
TIPRL	1	168178933	168202114
SFT2D2	1	168225938	168253025
TBX19	1	168281040	168314426
XCL2	1	168540765	168543997
XCL1	1	168576473	168582077
DPT	1	168695459	168729264
ATP1B1	1	169105697	169132722
NME7	1	169132531	169367967
BLZF1	1	169367970	169396540
CCDC181	1	169394870	169460669
SLC19A2	1	169463909	169486003
F5	1	169514166	169586588
SELP	1	169588849	169630193
C1orf112	1	169662007	169854080
SELL	1	169690667	169711698
SELE	1	169722641	169764705
METTL18	1	169792529	169794966
SCYL3	1	169849631	169894267
KIFAP3	1	169921326	170085208
METTL11B	1	170146001	170167790
GORAB	1	170532129	170553446
PRRX1	1	170662728	170739419
MROH9	1	170935471	171064765
FMO3	1	171090877	171117819
FMO2	1	171185208	171211230
FMO1	1	171248471	171285978
FMO4	1	171314208	171342084
PRRC2C	1	171485551	171593511
MYOC	1	171635417	171652683
VAMP4	1	171700160	171742247
METTL13	1	171781664	171814023
DNM3	1	171841498	172418466
PIGC	1	172370189	172444086
C1orf105	1	172420688	172468831
SUCO	1	172532349	172611833
FASLG	1	172659018	172666874
TNFSF18	1	173039960	173050963
TNFSF4	1	173183734	173207313
PRDX6	1	173477266	173488807
SLC9C2	1	173500464	173603094
ANKRD45	1	173609561	173669862
KLHL20	1	173714941	173786702
CENPL	1	173799550	173824720
DARS2	1	173824503	173858546
ZBTB37	1	173868082	173903549
SERPINC1	1	173903804	173917378
RC3H1	1	173931214	174022297
RABGAP1L	1	174159410	174995308
GPR52	1	174448111	174449198
CACYBP	1	174999163	175011715
MRPS14	1	175010789	175023425
TNN	1	175067858	175148066
KIAA0040	1	175156987	175192999
TNR	1	175315194	175743770
RFWD2	1	175944831	176207493
PAPPA2	1	176463171	176845605
ASTN1	1	176857302	177164973
BRINP2	1	177171497	177282422
SEC16B	1	177923956	177984303
RASAL2	1	178094141	178484147
TEX35	1	178513077	178548602
RALGPS2	1	178725147	178921841
ANGPTL1	1	178849705	178871052
FAM20B	1	179025804	179076562
